category,pub_year,source,title_t1_count,title_t2_count,title_t3_count,abstract_t1_count,abstract_t2_count,abstract_t3_count,total_t1_count,total_t2_count,total_t3_count,total_papers,title_t1_pct,title_t2_pct,title_t3_pct,abstract_t1_pct,abstract_t2_pct,abstract_t3_pct,total_t1_pct,total_t2_pct,total_t3_pct
Business & Management,2020,OpenAlex,538,359,4156,5077,1803,20878,5171,1866,21341,63854,0.8425470604817239,0.5622200645221912,6.5085977385911615,7.950950606070098,2.8236289034359636,32.69646380806214,8.09816143076393,2.9222914774328936,33.42155542330942
Business & Management,2020,PubMed,11,5,43,40,23,246,41,24,250,827,1.3301088270858523,0.6045949214026602,5.199516324062878,4.836759371221282,2.781136638452237,29.746070133010882,4.957678355501813,2.902055622732769,30.22974607013301
Business & Management,2021,OpenAlex,373,285,3173,3634,1450,16036,3692,1496,16349,48674,0.7663228828532687,0.5855282080782348,6.518880716604347,7.465998274232651,2.9790031639068086,32.94572050786868,7.585158400788922,3.0735094711755764,33.58877429428443
Business & Management,2021,PubMed,8,12,74,71,35,336,74,37,350,1240,0.6451612903225806,0.967741935483871,5.967741935483871,5.725806451612903,2.82258064516129,27.09677419354839,5.967741935483871,2.9838709677419355,28.225806451612907
Business & Management,2022,OpenAlex,672,434,5084,5651,2221,24233,5747,2281,24736,71888,0.9347874471399956,0.6037168929445805,7.072112174493657,7.860839083018028,3.089528154907634,33.70938125973737,7.99438014689517,3.1729913198308477,34.409080792343644
Business & Management,2022,PubMed,4,7,106,71,36,461,73,38,476,1497,0.26720106880427524,0.46760187040748163,7.080828323313293,4.742818971275885,2.404809619238477,30.794923179692717,4.876419505678023,2.5384101536406143,31.79692718770875
Business & Management,2023,OpenAlex,1012,582,7289,7327,3006,33700,7448,3098,34432,91190,1.1097708082026538,0.6382278758635815,7.9932010088825525,8.03487224476368,3.296414080491282,36.955806557736594,8.167562232700954,3.3973023357824323,37.75852615418358
Business & Management,2023,PubMed,5,3,65,65,39,350,66,40,358,1081,0.46253469010175763,0.27752081406105455,6.01295097132285,6.01295097132285,3.6077705827937097,32.37742830712303,6.105457909343201,3.700277520814061,33.117483811285844
Business & Management,2024,OpenAlex,866,455,8006,5853,2729,35113,5962,2807,35879,86288,1.0036157982569998,0.5273039124791397,9.278231040237344,6.783098460967922,3.1626645651770815,40.692796217318744,6.909419618023363,3.2530595216020766,41.58052104580011
Business & Management,2024,PubMed,3,9,27,22,17,114,22,21,121,409,0.7334963325183375,2.2004889975550124,6.601466992665037,5.378973105134474,4.156479217603912,27.87286063569682,5.378973105134474,5.134474327628362,29.584352078239608
Business & Management,2025,OpenAlex,618,352,6180,3917,2036,28941,3985,2107,29437,62361,0.9910039928801654,0.5644553486954987,9.910039928801655,6.281169320568945,3.2648610509773737,46.40881320055804,6.390211831112394,3.3787142605153866,47.20418210099261
